project_id,fraud_probability,predicted_typology,feature_importance_contributions,scored_at
MPLADS-001626,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.0876, ""graph_anomaly_score"": 0.0704, ""financial__sanctioned_amount"": 0.0285}",2026-09-06T09:45:06.494738+00:00
MPLADS-001627,0.4021,NORMAL,"{""procurement_anomaly_score"": 1.3768, ""procurement_anomaly_percentile"": 0.6294, ""max_anomaly_score"": 0.117}",2026-09-06T09:45:06.494738+00:00
MPLADS-001628,0.0161,NORMAL,"{""project__planned_duration_days"": 0.0532, ""payment_anomaly_score"": 0.0319, ""graph_anomaly_score"": 0.0184}",2026-09-06T09:45:06.494738+00:00
MPLADS-001629,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.787, ""progress_anomaly_percentile"": 0.846, ""procurement_anomaly_score"": 0.1676}",2026-09-06T09:45:06.494738+00:00
MPLADS-001630,0.4912,NORMAL,"{""procurement_anomaly_score"": 1.8505, ""procurement_anomaly_percentile"": 0.8731, ""max_anomaly_score"": 0.2287}",2026-09-06T09:45:06.494738+00:00
MPLADS-001631,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1721, ""payment_anomaly_score"": 0.049, ""std_anomaly_score"": 0.006}",2026-09-06T09:45:06.494738+00:00
MPLADS-001632,0.0182,NORMAL,"{""financial_anomaly_percentile"": 0.0889, ""geospatial_anomaly_score"": 0.0707, ""project__planned_duration_days"": 0.0632}",2026-09-06T09:45:06.494738+00:00
MPLADS-001633,0.0308,NORMAL,"{""payment_anomaly_score"": 0.1392, ""geospatial_anomaly_score"": 0.0708, ""project__planned_duration_days"": 0.0697}",2026-09-06T09:45:06.494738+00:00
MPLADS-001634,0.0225,NORMAL,"{""geo__population_density"": 0.2273, ""financial__sanctioned_amount"": 0.1142, ""payment_anomaly_score"": 0.0217}",2026-09-06T09:45:06.494738+00:00
MPLADS-001635,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0583, ""project__planned_duration_days"": 0.0463, ""geospatial_anomaly_score"": 0.0302}",2026-09-06T09:45:06.494738+00:00
MPLADS-001636,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2155, ""geo__population_density"": 0.0956, ""geospatial_anomaly_score"": 0.0646}",2026-09-06T09:45:06.494738+00:00
MPLADS-001637,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.095, ""geo__population_density"": 0.0816, ""geo__infrastructure_gap_index"": 0.0638}",2026-09-06T09:45:06.494738+00:00
MPLADS-001638,0.0182,NORMAL,"{""geo__population_density"": 0.1344, ""graph_anomaly_score"": 0.1038, ""financial_anomaly_percentile"": 0.0529}",2026-09-06T09:45:06.494738+00:00
MPLADS-001639,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2233, ""geo__infrastructure_gap_index"": 0.0933, ""contractor_anomaly_score"": 0.02}",2026-09-06T09:45:06.494738+00:00
MPLADS-001640,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1542, ""mean_anomaly_score"": 0.0241, ""geospatial_anomaly_percentile"": 0.0233}",2026-09-06T09:45:06.494738+00:00
MPLADS-001641,0.0204,NORMAL,"{""geo__population_density"": 0.122, ""procurement_anomaly_percentile"": 0.0997, ""project__planned_duration_days"": 0.0535}",2026-09-06T09:45:06.494738+00:00
MPLADS-001642,0.0231,NORMAL,"{""geo__population_density"": 0.2482, ""geo__infrastructure_gap_index"": 0.1042, ""geospatial_anomaly_score"": 0.0882}",2026-09-06T09:45:06.494738+00:00
MPLADS-001643,0.0243,NORMAL,"{""financial__sanctioned_amount"": 0.3133, ""payment_anomaly_score"": 0.1194, ""financial_anomaly_percentile"": 0.0421}",2026-09-06T09:45:06.494738+00:00
MPLADS-001644,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.1192, ""contractor_anomaly_percentile"": 0.0933, ""project__planned_duration_days"": 0.0528}",2026-09-06T09:45:06.494738+00:00
MPLADS-001645,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0608, ""geospatial_anomaly_score"": 0.0388, ""std_anomaly_score"": 0.008}",2026-09-06T09:45:06.494738+00:00
MPLADS-001646,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0629, ""geospatial_anomaly_score"": 0.0478, ""project__planned_duration_days"": 0.0471}",2026-09-06T09:45:06.494738+00:00
MPLADS-001647,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.2727, ""financial__sanctioned_amount"": 0.2614, ""geospatial_anomaly_percentile"": 0.021}",2026-09-06T09:45:06.494738+00:00
MPLADS-001648,0.0265,NORMAL,"{""geospatial_anomaly_score"": 0.1036, ""payment_anomaly_score"": 0.0796, ""financial_anomaly_percentile"": 0.0715}",2026-09-06T09:45:06.494738+00:00
MPLADS-001649,0.0088,NORMAL,"{""financial_anomaly_score"": 0.1352, ""graph_anomaly_score"": 0.0573, ""financial_anomaly_percentile"": 0.0446}",2026-09-06T09:45:06.494738+00:00
MPLADS-001650,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1381, ""graph_anomaly_percentile"": 0.075, ""project__planned_duration_days"": 0.0622}",2026-09-06T09:45:06.494738+00:00
MPLADS-001651,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.1226, ""geo__infrastructure_gap_index"": 0.0563, ""std_anomaly_score"": 0.036}",2026-09-06T09:45:06.494738+00:00
MPLADS-001652,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0872, ""financial_anomaly_percentile"": 0.0468, ""payment_anomaly_percentile"": 0.0356}",2026-09-06T09:45:06.494738+00:00
MPLADS-001653,0.0265,NORMAL,"{""geospatial_anomaly_percentile"": 0.1314, ""project__planned_duration_days"": 0.0456, ""contractor_anomaly_score"": 0.0268}",2026-09-06T09:45:06.494738+00:00
MPLADS-001654,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0609, ""financial__sanctioned_amount"": 0.0414, ""mean_anomaly_score"": 0.0304}",2026-09-06T09:45:06.494738+00:00
MPLADS-001655,0.0308,NORMAL,"{""geo__infrastructure_gap_index"": 0.2411, ""geospatial_anomaly_score"": 0.1561, ""project__planned_duration_days"": 0.0576}",2026-09-06T09:45:06.494738+00:00
MPLADS-001656,0.1993,NORMAL,"{""financial__sanctioned_amount"": 0.4213, ""procurement_anomaly_percentile"": 0.2112, ""geo__infrastructure_gap_index"": 0.1434}",2026-09-06T09:45:06.494738+00:00
MPLADS-001657,0.0231,NORMAL,"{""geo__population_density"": 0.0802, ""geospatial_anomaly_score"": 0.0506, ""geospatial_anomaly_percentile"": 0.0224}",2026-09-06T09:45:06.494738+00:00
MPLADS-001658,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1003, ""geo__population_density"": 0.0224, ""financial__sanctioned_amount"": 0.0166}",2026-09-06T09:45:06.494738+00:00
MPLADS-001659,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 5.0016, ""progress_anomaly_percentile"": 0.867, ""procurement_anomaly_percentile"": 0.1381}",2026-09-06T09:45:06.494738+00:00
MPLADS-001660,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 4.8069, ""progress_anomaly_percentile"": 0.8571, ""financial_anomaly_score"": 0.2314}",2026-09-06T09:45:06.494738+00:00
MPLADS-001661,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.0746, ""project__planned_duration_days"": 0.0368, ""contractor_anomaly_percentile"": 0.0288}",2026-09-06T09:45:06.494738+00:00
MPLADS-001662,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0541, ""project__planned_duration_days"": 0.0448, ""graph_anomaly_score"": 0.0036}",2026-09-06T09:45:06.494738+00:00
MPLADS-001663,0.0314,NORMAL,"{""contractor_anomaly_percentile"": 0.1756, ""contractor_anomaly_score"": 0.1582, ""geospatial_anomaly_score"": 0.0874}",2026-09-06T09:45:06.494738+00:00
MPLADS-001664,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.8719, ""progress_anomaly_percentile"": 0.9059, ""procurement_anomaly_score"": 0.4728}",2026-09-06T09:45:06.494738+00:00
MPLADS-001665,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1689, ""std_anomaly_score"": 0.046, ""payment_anomaly_percentile"": 0.042}",2026-09-06T09:45:06.494738+00:00
MPLADS-001666,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0552, ""geo__infrastructure_gap_index"": 0.04, ""payment_anomaly_percentile"": 0.0237}",2026-09-06T09:45:06.494738+00:00
MPLADS-001667,0.0265,NORMAL,"{""geospatial_anomaly_percentile"": 0.1191, ""geospatial_anomaly_score"": 0.1139, ""financial__sanctioned_amount"": 0.0872}",2026-09-06T09:45:06.494738+00:00
MPLADS-001668,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.0699, ""payment_anomaly_percentile"": 0.0593, ""graph_anomaly_percentile"": 0.0125}",2026-09-06T09:45:06.494738+00:00
MPLADS-001669,0.0182,NORMAL,"{""geo__population_density"": 0.2075, ""financial_anomaly_score"": 0.1725, ""graph_anomaly_score"": 0.0982}",2026-09-06T09:45:06.494738+00:00
MPLADS-001670,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1292, ""geospatial_anomaly_score"": 0.11, ""project__planned_duration_days"": 0.0641}",2026-09-06T09:45:06.494738+00:00
MPLADS-001671,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0674, ""financial__sanctioned_amount"": 0.0633, ""std_anomaly_score"": 0.0386}",2026-09-06T09:45:06.494738+00:00
MPLADS-001672,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0896, ""project__planned_duration_days"": 0.0593, ""std_anomaly_score"": 0.0254}",2026-09-06T09:45:06.494738+00:00
MPLADS-001673,0.3914,NORMAL,"{""procurement_anomaly_score"": 1.3545, ""procurement_anomaly_percentile"": 0.592, ""financial__sanctioned_amount"": 0.0857}",2026-09-06T09:45:06.494738+00:00
MPLADS-001674,0.0808,NORMAL,"{""procurement_anomaly_score"": 0.7278, ""procurement_anomaly_percentile"": 0.3351, ""payment_anomaly_score"": 0.0498}",2026-09-06T09:45:06.494738+00:00
MPLADS-001675,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.0667, ""progress_anomaly_percentile"": 0.9012, ""financial_anomaly_score"": 0.2151}",2026-09-06T09:45:06.494738+00:00
MPLADS-001676,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0429, ""geo__infrastructure_gap_index"": 0.0267, ""geo__population_density"": 0.0215}",2026-09-06T09:45:06.494738+00:00
MPLADS-001677,0.0345,NORMAL,"{""geospatial_anomaly_score"": 0.1373, ""financial__sanctioned_amount"": 0.0898, ""payment_anomaly_percentile"": 0.0655}",2026-09-06T09:45:06.494738+00:00
MPLADS-001678,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1415, ""geo__population_density"": 0.1026, ""geospatial_anomaly_score"": 0.0828}",2026-09-06T09:45:06.494738+00:00
MPLADS-001679,0.0231,NORMAL,"{""payment_anomaly_score"": 0.244, ""geo__infrastructure_gap_index"": 0.0751, ""project__planned_duration_days"": 0.057}",2026-09-06T09:45:06.494738+00:00
MPLADS-001680,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.2138, ""geospatial_anomaly_percentile"": 0.0879, ""mean_anomaly_score"": 0.0712}",2026-09-06T09:45:06.494738+00:00
MPLADS-001681,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1902, ""payment_anomaly_score"": 0.171, ""project__planned_duration_days"": 0.0722}",2026-09-06T09:45:06.494738+00:00
MPLADS-001682,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2427, ""geo__infrastructure_gap_index"": 0.1662, ""payment_anomaly_score"": 0.0297}",2026-09-06T09:45:06.494738+00:00
MPLADS-001683,0.0262,NORMAL,"{""procurement_anomaly_percentile"": 0.4679, ""financial_anomaly_score"": 0.1895, ""financial_anomaly_percentile"": 0.0917}",2026-09-06T09:45:06.494738+00:00
MPLADS-001684,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 2.3299, ""procurement_anomaly_score"": 0.5227, ""financial_anomaly_score"": 0.389}",2026-09-06T09:45:06.494738+00:00
MPLADS-001685,0.011,NORMAL,"{""financial__sanctioned_amount"": 0.0685, ""payment_anomaly_percentile"": 0.056, ""project__planned_duration_days"": 0.0416}",2026-09-06T09:45:06.494738+00:00
MPLADS-001686,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.4318, ""progress_anomaly_percentile"": 0.811, ""procurement_anomaly_score"": 0.1966}",2026-09-06T09:45:06.494738+00:00
MPLADS-001687,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1925, ""progress_anomaly_percentile"": 0.8822, ""financial_anomaly_score"": 0.1583}",2026-09-06T09:45:06.494738+00:00
MPLADS-001688,0.0314,NORMAL,"{""geo__population_density"": 0.2565, ""geospatial_anomaly_score"": 0.1151, ""financial_anomaly_percentile"": 0.0925}",2026-09-06T09:45:06.494738+00:00
MPLADS-001689,0.0314,NORMAL,"{""contractor_anomaly_percentile"": 0.1794, ""contractor_anomaly_score"": 0.1475, ""project__planned_duration_days"": 0.0611}",2026-09-06T09:45:06.494738+00:00
MPLADS-001690,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1354, ""geo__population_density"": 0.1015, ""geo__infrastructure_gap_index"": 0.0667}",2026-09-06T09:45:06.494738+00:00
MPLADS-001691,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.323, ""progress_anomaly_percentile"": 0.8755, ""procurement_anomaly_score"": 0.5064}",2026-09-06T09:45:06.494738+00:00
MPLADS-001692,0.0231,NORMAL,"{""payment_anomaly_score"": 0.202, ""project__planned_duration_days"": 0.055, ""payment_anomaly_percentile"": 0.0171}",2026-09-06T09:45:06.494738+00:00
MPLADS-001693,0.0153,NORMAL,"{""project__planned_duration_days"": 0.0445, ""contractor_anomaly_score"": 0.0101, ""financial_anomaly_score"": 0.0044}",2026-09-06T09:45:06.494738+00:00
MPLADS-001694,0.0308,NORMAL,"{""financial_anomaly_score"": 0.4239, ""contractor_anomaly_score"": 0.103, ""geospatial_anomaly_score"": 0.0554}",2026-09-06T09:45:06.494738+00:00
MPLADS-001695,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2201, ""financial_anomaly_percentile"": 0.1117, ""geospatial_anomaly_score"": 0.1029}",2026-09-06T09:45:06.494738+00:00
MPLADS-001696,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.171, ""graph_anomaly_score"": 0.1034, ""financial_anomaly_score"": 0.0677}",2026-09-06T09:45:06.494738+00:00
MPLADS-001697,0.0225,NORMAL,"{""geo__population_density"": 0.3717, ""geospatial_anomaly_score"": 0.0897, ""std_anomaly_score"": 0.0546}",2026-09-06T09:45:06.494738+00:00
MPLADS-001698,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2283, ""procurement_anomaly_percentile"": 0.0821, ""payment_anomaly_percentile"": 0.0312}",2026-09-06T09:45:06.494738+00:00
MPLADS-001699,0.0262,NORMAL,"{""geo__infrastructure_gap_index"": 0.1383, ""financial_anomaly_score"": 0.1074, ""project__planned_duration_days"": 0.0684}",2026-09-06T09:45:06.494738+00:00
MPLADS-001700,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0913, ""project__planned_duration_days"": 0.0493, ""financial__sanctioned_amount"": 0.0305}",2026-09-06T09:45:06.494738+00:00
MPLADS-001701,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.0352, ""progress_anomaly_percentile"": 0.8719, ""financial_anomaly_score"": 0.1986}",2026-09-06T09:45:06.494738+00:00
MPLADS-001702,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.067, ""project__planned_duration_days"": 0.0414, ""financial__sanctioned_amount"": 0.0377}",2026-09-06T09:45:06.494738+00:00
MPLADS-001703,0.0265,NORMAL,"{""geo__population_density"": 0.2271, ""geo__infrastructure_gap_index"": 0.0876, ""project__planned_duration_days"": 0.0296}",2026-09-06T09:45:06.494738+00:00
MPLADS-001704,0.0182,NORMAL,"{""financial_anomaly_score"": 0.1023, ""financial__sanctioned_amount"": 0.0249, ""project__planned_duration_days"": 0.0077}",2026-09-06T09:45:06.494738+00:00
MPLADS-001705,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1046, ""geospatial_anomaly_score"": 0.0585, ""project__planned_duration_days"": 0.0347}",2026-09-06T09:45:06.494738+00:00
MPLADS-001706,0.0182,NORMAL,"{""payment_anomaly_score"": 0.0841, ""graph_anomaly_score"": 0.0473, ""financial_anomaly_percentile"": 0.046}",2026-09-06T09:45:06.494738+00:00
MPLADS-001707,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.0884, ""geospatial_anomaly_percentile"": 0.0305, ""financial__sanctioned_amount"": 0.0075}",2026-09-06T09:45:06.494738+00:00
MPLADS-001708,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2327, ""progress_anomaly_percentile"": 0.8827, ""payment_anomaly_score"": 0.0873}",2026-09-06T09:45:06.494738+00:00
MPLADS-001709,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.4568, ""progress_anomaly_percentile"": 0.9749, ""payment_anomaly_score"": 0.2457}",2026-09-06T09:45:06.494738+00:00
MPLADS-001710,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1969, ""project__planned_duration_days"": 0.0589, ""geospatial_anomaly_score"": 0.0496}",2026-09-06T09:45:06.494738+00:00
MPLADS-001711,0.3228,NORMAL,"{""procurement_anomaly_score"": 1.3771, ""procurement_anomaly_percentile"": 0.5455, ""geospatial_anomaly_score"": 0.133}",2026-09-06T09:45:06.494738+00:00
MPLADS-001712,0.011,NORMAL,"{""financial__sanctioned_amount"": 0.1127, ""financial_anomaly_percentile"": 0.0487, ""std_anomaly_score"": 0.0476}",2026-09-06T09:45:06.494738+00:00
MPLADS-001713,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1328, ""progress_anomaly_percentile"": 0.9052, ""geo__population_density"": 0.1202}",2026-09-06T09:45:06.494738+00:00
MPLADS-001714,0.011,NORMAL,"{""project__planned_duration_days"": 0.0561, ""mean_anomaly_score"": 0.042, ""graph_anomaly_score"": 0.0402}",2026-09-06T09:45:06.494738+00:00
MPLADS-001715,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.2243, ""geospatial_anomaly_score"": 0.2221, ""geo__population_density"": 0.137}",2026-09-06T09:45:06.494738+00:00
MPLADS-001716,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1782, ""geospatial_anomaly_percentile"": 0.0475, ""financial__sanctioned_amount"": 0.0173}",2026-09-06T09:45:06.494738+00:00
MPLADS-001717,0.0153,NORMAL,"{""graph_anomaly_score"": 0.1326, ""financial_anomaly_percentile"": 0.0671, ""procurement_anomaly_percentile"": 0.0347}",2026-09-06T09:45:06.494738+00:00
MPLADS-001718,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2272, ""progress_anomaly_percentile"": 0.9165, ""payment_anomaly_score"": 0.1085}",2026-09-06T09:45:06.494738+00:00
MPLADS-001719,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1129, ""financial__sanctioned_amount"": 0.0606, ""financial_anomaly_score"": 0.0533}",2026-09-06T09:45:06.494738+00:00
MPLADS-001720,0.0314,NORMAL,"{""financial__sanctioned_amount"": 0.1222, ""geospatial_anomaly_score"": 0.1093, ""procurement_anomaly_percentile"": 0.0365}",2026-09-06T09:45:06.494738+00:00
MPLADS-001721,0.0225,NORMAL,"{""geo__population_density"": 0.085, ""geo__infrastructure_gap_index"": 0.0764, ""geospatial_anomaly_score"": 0.0648}",2026-09-06T09:45:06.494738+00:00
MPLADS-001722,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.5031, ""progress_anomaly_percentile"": 0.9277, ""payment_anomaly_score"": 0.1268}",2026-09-06T09:45:06.494738+00:00
MPLADS-001723,0.0182,NORMAL,"{""financial_anomaly_score"": 0.0588, ""financial_anomaly_percentile"": 0.0562, ""geo__infrastructure_gap_index"": 0.0423}",2026-09-06T09:45:06.494738+00:00
MPLADS-001724,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0542, ""mean_anomaly_score"": 0.0232, ""geospatial_anomaly_score"": 0.0156}",2026-09-06T09:45:06.494738+00:00
MPLADS-001725,0.0225,NORMAL,"{""financial_anomaly_percentile"": 0.1251, ""geo__population_density"": 0.0703, ""payment_anomaly_score"": 0.0472}",2026-09-06T09:45:06.494738+00:00
MPLADS-001726,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0372, ""financial__sanctioned_amount"": 0.0272, ""contractor_anomaly_percentile"": 0.0083}",2026-09-06T09:45:06.494738+00:00
MPLADS-001727,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.1284, ""geo__population_density"": 0.126, ""financial__sanctioned_amount"": 0.123}",2026-09-06T09:45:06.494738+00:00
MPLADS-001728,0.0225,NORMAL,"{""geo__population_density"": 0.1313, ""project__planned_duration_days"": 0.0463, ""payment_anomaly_score"": 0.0423}",2026-09-06T09:45:06.494738+00:00
MPLADS-001729,0.3251,NORMAL,"{""procurement_anomaly_score"": 1.4843, ""procurement_anomaly_percentile"": 0.5363, ""geospatial_anomaly_score"": 0.1169}",2026-09-06T09:45:06.494738+00:00
MPLADS-001730,0.403,NORMAL,"{""procurement_anomaly_score"": 1.8385, ""procurement_anomaly_percentile"": 0.8405, ""max_anomaly_score"": 0.1639}",2026-09-06T09:45:06.494738+00:00
MPLADS-001731,0.011,NORMAL,"{""financial_anomaly_score"": 0.1106, ""procurement_anomaly_percentile"": 0.0852, ""financial_anomaly_percentile"": 0.0679}",2026-09-06T09:45:06.494738+00:00
MPLADS-001732,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1694, ""financial_anomaly_percentile"": 0.1101, ""financial_anomaly_score"": 0.0786}",2026-09-06T09:45:06.494738+00:00
MPLADS-001733,0.0903,NORMAL,"{""procurement_anomaly_percentile"": 0.1719, ""financial__sanctioned_amount"": 0.066, ""geospatial_anomaly_score"": 0.0494}",2026-09-06T09:45:06.494738+00:00
MPLADS-001734,0.0308,NORMAL,"{""geo__population_density"": 0.2482, ""payment_anomaly_score"": 0.0968, ""geo__infrastructure_gap_index"": 0.0913}",2026-09-06T09:45:06.494738+00:00
MPLADS-001735,0.0262,NORMAL,"{""procurement_anomaly_percentile"": 0.3291, ""financial_anomaly_percentile"": 0.0993, ""financial_anomaly_score"": 0.097}",2026-09-06T09:45:06.494738+00:00
MPLADS-001736,0.0777,NORMAL,"{""procurement_anomaly_percentile"": 0.4098, ""financial_anomaly_score"": 0.2816, ""financial_anomaly_percentile"": 0.1049}",2026-09-06T09:45:06.494738+00:00
