project_id,financial_anomaly_score,financial_anomaly_percentile,financial_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,peer_cost_deviation_pct,peer_unit_cost_zscore,model_version,mode,scored_at
MPLADS-001410,27.61,69.74,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,20.41,-0.39,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001411,30.73,72.76,False,Contract escalation (-7.5% value change with 2 amendments),Normal peer disbursement pattern,Standard schedule compliance,-25.16,0.27,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001412,19.63,58.58,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-26.73,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001413,16.34,51.28,False,Atypical cost per unit (+121.1% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-15.02,1.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001414,31.49,73.44,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-6.21,-0.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001415,2.45,6.68,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-1.88,-0.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001416,28.88,70.82,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-30.56,-0.54,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001417,16.08,50.7,False,Atypical cost per unit (+368.8% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-22.43,5.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001418,3.76,11.32,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-8.94,-0.54,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001419,20.58,60.24,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-24.98,-0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001420,33.31,74.96,False,Atypical cost per unit (+407.3% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Standard schedule compliance,-18.97,6.07,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001421,21.73,61.78,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-14.1,-0.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001422,4.44,14.12,False,Atypical cost per unit (+120.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,17.15,1.6,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001423,34.73,76.08,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,27.2,-0.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001424,27.31,69.4,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-31.09,-0.73,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001425,6.82,23.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-26.25,-0.73,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001426,2.96,8.22,False,Atypical cost per unit (+90.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,24.24,1.21,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001427,23.33,64.56,False,Atypical cost per unit (+208.0% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,28.52,3.2,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001428,11.66,39.46,False,Atypical cost per unit (+52.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-20.7,0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001429,17.49,54.08,False,Atypical cost per unit (+316.7% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-3.56,4.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001430,21.23,61.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-33.37,-1.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001431,1.83,4.82,False,Atypical cost per unit (+169.8% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-25.38,2.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001432,29.26,71.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-30.69,-1.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001433,7.05,24.88,False,Atypical cost per unit (+111.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-13.52,1.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001434,11.98,40.14,False,Atypical cost per unit (+183.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-15.04,2.82,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001435,14.75,47.5,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-5.47,-0.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001436,6.56,23.24,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-28.36,-0.86,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001437,67.27,94.48,False,Elevated peer-adjusted cost (+437.3% vs peer median for work type),Accelerated disbursement velocity (5.2x peer median disbursement speed),Atypical cost per unit (+265.5% vs peer median rate),437.31,3.95,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001438,52.21,88.86,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,29.65,-0.31,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001439,5.43,18.26,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-21.3,-0.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001440,29.69,71.7,False,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+90.6% vs peer median rate),Standard schedule compliance,-0.78,1.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001441,0.04,1.12,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,5.33,-0.65,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001442,1.46,3.7,False,Atypical cost per unit (+47.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,1.99,0.65,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001443,14.92,47.94,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,1.21,-0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001444,79.47,97.22,True,Elevated peer-adjusted cost (+380.0% vs peer median for work type),Accelerated disbursement velocity (4.6x peer median disbursement speed),Atypical cost per unit (+138.9% vs peer median rate),380.01,2.35,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001445,24.7,66.46,False,Contract escalation (0.0% value change with 2 amendments),Atypical cost per unit (+81.1% vs peer median rate),Standard schedule compliance,-22.5,1.18,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001446,4.91,15.86,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,19.39,0.04,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001447,29.04,70.9,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,20.37,-0.18,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001448,72.87,96.1,True,Elevated peer-adjusted cost (+367.2% vs peer median for work type),Accelerated disbursement velocity (4.3x peer median disbursement speed),Atypical cost per unit (+134.8% vs peer median rate),367.21,1.65,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001449,7.84,28.06,False,Atypical cost per unit (+125.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,27.65,1.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001450,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-17.78,-0.6,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001451,10.91,37.4,False,Atypical cost per unit (+197.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-16.95,2.81,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001452,7.33,25.94,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-5.59,-0.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001453,9.59,33.44,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-3.01,-0.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001454,14.89,47.84,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-7.09,-0.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001455,23.54,64.9,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-14.02,-0.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001456,44.06,84.02,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,11.14,0.45,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001457,3.0,8.32,False,Atypical cost per unit (+42.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,11.27,0.58,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001458,68.52,94.84,False,Atypical cost per unit (+1128.3% vs peer median rate),Elevated peer-adjusted cost (+406.6% vs peer median for work type),Accelerated disbursement velocity (5.1x peer median disbursement speed),406.63,19.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001459,26.97,69.06,False,Contract escalation (28.2% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-16.65,-0.52,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001460,21.28,61.28,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-26.31,-0.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001461,24.38,66.1,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-23.72,-0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001462,4.91,15.88,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,21.83,-0.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001463,1.09,2.64,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,26.19,-0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001464,43.2,83.34,False,Atypical cost per unit (+644.6% vs peer median rate),Contract escalation (51.4% value change with 0 amendments),Standard schedule compliance,-31.13,8.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001465,37.29,78.92,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-22.97,-0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001466,51.99,88.76,False,Abrupt contract value contraction (-42.3% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,-20.81,-1.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001467,0.25,1.44,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,4.94,-0.69,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001468,23.92,65.42,False,Atypical cost per unit (+1965.1% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,19.24,27.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001469,58.29,91.88,False,Elevated peer-adjusted cost (+31.3% vs peer median for work type),Normal peer disbursement pattern,Standard schedule compliance,31.26,-0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001470,53.26,89.44,False,Accelerated disbursement velocity (1.9x peer median disbursement speed),Contract escalation (71.8% value change with 0 amendments),Standard schedule compliance,7.56,0.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001471,16.19,50.94,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,12.04,-0.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001472,24.31,65.98,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,25.91,0.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001473,9.59,33.46,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,3.71,-0.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001474,18.59,56.48,False,Atypical cost per unit (+609.9% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,3.34,9.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001475,4.82,15.5,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,2.49,-0.19,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001476,9.08,32.0,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-6.19,-0.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001477,10.64,36.74,False,Atypical cost per unit (+206.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,3.5,2.94,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001478,72.47,95.96,True,Elevated peer-adjusted cost (+396.3% vs peer median for work type),Accelerated disbursement velocity (4.8x peer median disbursement speed),Atypical cost per unit (+216.3% vs peer median rate),396.26,2.94,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-001479,8.05,28.82,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-26.71,-0.19,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
