WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
156343b7,MP 0102,NA - construction of boundary wall for school,Normal/Others,Haryana,Haryana Constituency 102,IDA 0256,,,Block 7,,2024-02-11,290556,Approved by IDA,Unsanctioned,Lok Sabha,0,
6fe9faa6,MP 0236,NA - repair of drinking water supply pipeline,Normal/Others,Rajasthan,Rajasthan Constituency 236,IDA 0104,,,Block 9,,2023-08-08,987043,Action Pending,Unsanctioned,Lok Sabha,0,
3a5093e2,MP 0132,NA - construction of public toilet complex,Normal/Others,Odisha,Odisha Constituency 132,IDA 0308,,Ward 16,,,2023-04-14,779934,Action Pending,Ongoing,Rajya Sabha,0,
a1927b4d,MP 0078,NA - repair and renovation of anganwadi center,Normal/Others,Kerala,Kerala Constituency 78,IDA 0054,,,Block 7,,2023-04-03,464949,Action Pending,Ongoing,Lok Sabha,0,
571c1be1,MP 0008,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 8,IDA 0105,,Ward 25,,,2023-05-15,206640,Action Pending,Unsanctioned,Lok Sabha,0,
992c5a8d,MP 0099,NA - repair and renovation of anganwadi center,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 99,IDA 0112,,Ward 4,Block 5,Village 69,2023-05-20,653127,Action Pending,Sanctioned,Rajya Sabha,0,
a3a54cc9,MP 0208,NA - construction of boundary wall for school,Normal/Others,Karnataka,Karnataka Constituency 208,IDA 0037,,Ward 8,Block 2,Village 81,2024-01-06,503163,Approved by IDA,Sanctioned,Lok Sabha,0,
c297a01a,MP 0045,NA - repair and renovation of anganwadi center,Normal/Others,Haryana,Haryana Constituency 45,IDA 0198,,,,Village 76,2023-05-17,678399,Action Pending,Unsanctioned,Lok Sabha,0,
1c16da5a,MP 0082,NA - installation of solar street lights,Normal/Others,Odisha,Odisha Constituency 82,IDA 0065,,,,Village 53,2023-08-02,407013,Approved by IDA,Unsanctioned,Lok Sabha,0,
de78701f,MP 0101,NA - installation of street lights,Normal/Others,Haryana,Haryana Constituency 101,IDA 0214,,,Block 3,Village 64,2023-10-18,278916,Approved by IDA,Unsanctioned,Lok Sabha,0,
a9e60316,MP 0137,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 137,IDA 0006,,,,Village 18,2023-12-17,1139876,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
b3a5b3ef,MP 0064,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 64,IDA 0237,,Ward 17,Block 8,Village 66,2023-07-28,124950,Action Pending,Unsanctioned,Lok Sabha,0,
da4fa769,MP 0246,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 246,IDA 0394,,,,Village 80,2024-02-26,86187,Approved by IDA,Completed,Lok Sabha,0,
f63dcb74,MP 0055,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 55,IDA 0072,,Ward 14,Block 11,,2023-12-07,255000,Approved by IDA,Sanctioned,Rajya Sabha,0,
e96f52ac,MP 0062,NA - repair of drinking water supply pipeline,Normal/Others,Kerala,Kerala Constituency 62,IDA 0352,,Ward 22,Block 15,Village 81,2023-10-03,446717,Action Pending,Unsanctioned,Rajya Sabha,0,
8d4bc9a7,MP 0191,NA - repair of internal roads,Normal/Others,Bihar,Bihar Constituency 191,IDA 0360,,,Block 10,,2023-07-05,1193906,Action Pending,Unsanctioned,Lok Sabha,0,
169d0611,MP 0074,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 74,IDA 0396,,,Block 4,,2024-02-08,247287,Approved by IDA,Unsanctioned,Lok Sabha,0,
c447a645,MP 0298,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 298,IDA 0234,,,Block 9,Village 22,2024-02-25,7613217,Approved by IDA,Unsanctioned,Rajya Sabha,1,overpricing
ee590bc7,MP 0175,NA - installation of solar street lights,Normal/Others,Gujarat,Gujarat Constituency 175,IDA 0216,,,Block 8,,2023-09-11,230829,Action Pending,Unsanctioned,Lok Sabha,0,
c9f1120b,MP 0162,NA - repair of internal roads,Normal/Others,Maharashtra,Maharashtra Constituency 162,IDA 0058,,,,Village 33,2023-08-22,1726340,Action Pending,Completed,Lok Sabha,0,
1a0bfc66,MP 0088,NA - construction of drainage system,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0051,,,Block 12,,2023-10-29,7725261,Approved by IDA,Sanctioned,Lok Sabha,1,overpricing
3c3c9d58,MP 0142,NA – installation of CCTV surveillance system (Phase 2),Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0051,,Ward 6,Block 5,Village 43,2024-03-29,431650,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
d2b18d96,MP 0014,NA - installation of RO water purification unit,Normal/Others,Rajasthan,Rajasthan Constituency 14,IDA 0152,,Ward 14,Block 14,,2023-10-25,244957,Action Pending,Unsanctioned,Lok Sabha,0,
7c07e5d5,MP 0027,NA - renovation of government school building,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 27,IDA 0109,,,,,2023-10-24,1326488,Action Pending,Unsanctioned,Rajya Sabha,0,
90756158,MP 0134,NA - repair and renovation of anganwadi center,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0270,,,Block 11,,2024-01-10,288033,Action Pending,Unsanctioned,Lok Sabha,0,
65d3a77c,MP 0057,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0000,,,Block 1,,2023-04-09,6204431,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
0679df3f,MP 0051,NA - repair of drinking water supply pipeline,Normal/Others,Uttarakhand,Uttarakhand Constituency 51,IDA 0090,,Ward 2,,,2024-03-26,537027,Approved by IDA,Unsanctioned,Lok Sabha,0,
91d4f4a6,MP 0042,NA - installation of hand pumps and borewells,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0055,,,Block 5,Village 94,2023-08-13,67071,Action Pending,Unsanctioned,Lok Sabha,0,
6b103790,MP 0013,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 13,IDA 0093,,,,Village 41,2023-10-18,1518162,Approved by IDA,Unsanctioned,Lok Sabha,0,
8d9516c1,MP 0124,NA - renovation of government school building,Normal/Others,Assam,Assam Constituency 124,IDA 0204,,,Block 4,,2023-09-08,808545,Action Pending,Unsanctioned,Lok Sabha,0,
09bb2d44,MP 0269,NA - construction of community hall,Normal/Others,Haryana,Haryana Constituency 269,IDA 0074,,Ward 9,Block 5,Village 28,2023-11-14,3620236,Action Pending,Ongoing,Rajya Sabha,0,
d22b1bfd,MP 0245,NA - installation of solar street lights,Normal/Others,Bihar,Bihar Constituency 245,IDA 0161,,Ward 20,Block 6,,2023-12-11,227226,Action Pending,Unsanctioned,Rajya Sabha,1,vendor_capture
41525470,MP 0138,NA - construction of drainage system,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 138,IDA 0137,,,Block 15,,2023-07-23,1694042,Action Pending,Unsanctioned,Rajya Sabha,0,
158f6fde,MP 0262,NA - installation of solar street lights,Normal/Others,Kerala,Kerala Constituency 262,IDA 0366,,Ward 15,,Village 42,2023-07-01,488317,Action Pending,Unsanctioned,Rajya Sabha,0,
20974ccb,MP 0258,NA - repair of drinking water supply pipeline,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0154,,Ward 15,,,2023-07-15,595373,Action Pending,Unsanctioned,Lok Sabha,0,
bd0f349b,MP 0255,NA - repair of internal roads,Normal/Others,Jharkhand,Jharkhand Constituency 255,IDA 0309,,,Block 2,,2023-06-10,1745482,Action Pending,Sanctioned,Rajya Sabha,0,
38dd3df1,MP 0274,NA - renovation of government school building,Normal/Others,Rajasthan,Rajasthan Constituency 274,IDA 0014,,Ward 9,Block 10,,2023-09-08,2151855,Rejected by IDA,Unsanctioned,Lok Sabha,0,
9a322809,MP 0017,NA - installation of solar street lights,Normal/Others,Uttarakhand,Uttarakhand Constituency 17,IDA 0082,,,Block 2,Village 99,2024-03-22,200580,Action Pending,Sanctioned,Lok Sabha,0,
b5ae6270,MP 0076,NA - repair of drinking water supply pipeline,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 76,IDA 0203,,Ward 8,,,2023-11-26,526619,Approved by IDA,Unsanctioned,Lok Sabha,0,
4c6778ae,MP 0052,NA - repair of drinking water supply pipeline,Normal/Others,Telangana,Telangana Constituency 52,IDA 0287,,,,,2023-06-20,529176,Action Pending,Unsanctioned,Lok Sabha,0,
4d7c7089,MP 0014,NA - installation of street lights,Normal/Others,Rajasthan,Rajasthan Constituency 14,IDA 0231,,,,Village 18,2023-12-09,175696,Action Pending,Unsanctioned,Rajya Sabha,0,
d5b412d7,MP 0031,NA - repair of drinking water supply pipeline,Normal/Others,Gujarat,Gujarat Constituency 31,IDA 0399,,,Block 11,,2023-05-14,1018465,Action Pending,Completed,Lok Sabha,0,
57527fe9,MP 0206,NA - construction of cremation ground shed,Normal/Others,Bihar,Bihar Constituency 206,IDA 0306,,,,,2023-10-23,2463020,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
74f28024,MP 0123,NA - repair of drinking water supply pipeline,Normal/Others,Uttarakhand,Uttarakhand Constituency 123,IDA 0396,,,,,2023-08-11,411867,Action Pending,Unsanctioned,Lok Sabha,0,
c2e64a81,MP 0272,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 272,IDA 0096,,,Block 11,,2023-10-13,1062082,Approved by IDA,Unsanctioned,Rajya Sabha,1,duplicate
913326b9,MP 0176,NA - construction of cremation ground shed,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0223,,Ward 19,,,2024-03-28,313869,Approved by IDA,Ongoing,Rajya Sabha,0,
c2788231,MP 0096,NA - renovation of government school building,Normal/Others,Assam,Assam Constituency 96,IDA 0366,,,Block 9,Village 87,2023-04-17,962251,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
3caf2f73,MP 0177,NA - construction of public toilet complex,Normal/Others,Uttarakhand,Uttarakhand Constituency 177,IDA 0357,,,Block 8,Village 29,2024-01-26,331094,Action Pending,Unsanctioned,Rajya Sabha,0,
3d98edc7,MP 0271,NA - repair of drinking water supply pipeline,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0036,,Ward 12,,Village 80,2023-10-27,610518,Approved by IDA,Unsanctioned,Lok Sabha,0,
2218d9f7,MP 0093,NA - installation of RO water purification unit,Normal/Others,Rajasthan,Rajasthan Constituency 93,IDA 0337,,,,,2023-05-06,207248,Action Pending,Unsanctioned,Lok Sabha,0,
7bcc997c,MP 0099,NA - construction of public toilet complex,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 99,IDA 0134,,Ward 25,,,2023-05-09,634224,Action Pending,Unsanctioned,Lok Sabha,0,
16852d72,MP 0056,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 56,IDA 0397,,,Block 5,Village 69,2023-10-28,85546,Approved by IDA,Unsanctioned,Lok Sabha,0,
69baf4aa,MP 0166,NA - installation of RO water purification unit,Normal/Others,Bihar,Bihar Constituency 166,IDA 0031,,Ward 6,,,2023-08-29,148581,Approved by IDA,Unsanctioned,Lok Sabha,0,
2cf3b764,MP 0287,NA - repair and renovation of anganwadi center,Normal/Others,Maharashtra,Maharashtra Constituency 287,IDA 0338,,Ward 15,,Village 50,2024-02-23,265661,Approved by IDA,Unsanctioned,Lok Sabha,0,
8561a2da,MP 0099,NA - installation of hand pumps and borewells,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 99,IDA 0343,,,,,2023-04-22,73322,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
ff108225,MP 0086,NA - installation of street lights,Normal/Others,Odisha,Odisha Constituency 86,IDA 0021,,Ward 17,,Village 77,2023-11-26,115560,Action Pending,Sanctioned,Lok Sabha,0,
40c64add,MP 0043,NA - installation of street lights,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0008,,,,,2023-04-27,244861,Approved by IDA,Completed,Lok Sabha,0,
f0c94eab,MP 0120,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 120,IDA 0371,,,,Village 67,2023-08-28,297278,Approved by IDA,Unsanctioned,Lok Sabha,0,
a3be54e7,MP 0260,NA - renovation of government school building,Normal/Others,Maharashtra,Maharashtra Constituency 260,IDA 0240,,,,,2023-11-12,734244,Approved by IDA,Unsanctioned,Lok Sabha,0,
817ca8b5,MP 0149,NA - construction of community hall,Normal/Others,Telangana,Telangana Constituency 149,IDA 0077,,,Block 5,Village 93,2023-10-03,3474184,Approved by IDA,Unsanctioned,Lok Sabha,0,
a43e4324,MP 0136,NA - installation of CCTV surveillance system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 136,IDA 0100,,,,,2023-05-25,179414,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
a0b07377,MP 0250,NA - repair of drinking water supply pipeline,Normal/Others,Haryana,Haryana Constituency 250,IDA 0289,,Ward 21,Block 15,,2024-03-07,2448362,Rejected by IDA,Unsanctioned,Lok Sabha,1,structuring
b0b208cf,MP 0294,NA - repair and renovation of anganwadi center,Normal/Others,Karnataka,Karnataka Constituency 294,IDA 0052,,,Block 2,,2024-02-09,605080,Action Pending,Sanctioned,Lok Sabha,0,
7ba340d2,MP 0001,NA - repair of drinking water supply pipeline,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 1,IDA 0317,,Ward 26,Block 14,,2024-01-19,625667,Action Pending,Ongoing,Rajya Sabha,0,
896117d8,MP 0192,NA - installation of CCTV surveillance system,Normal/Others,Odisha,Odisha Constituency 192,IDA 0041,,,,,2023-04-17,488053,Action Pending,Unsanctioned,Lok Sabha,1,vendor_capture
e83d6413,MP 0185,NA - development of public park,Normal/Others,Assam,Assam Constituency 185,IDA 0329,,,,,2023-11-11,1366486,Action Pending,Unsanctioned,Lok Sabha,0,
ba491b8f,MP 0273,NA - construction of community hall,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 273,IDA 0222,,Ward 9,,Village 76,2024-03-24,3930574,Approved by IDA,Unsanctioned,Lok Sabha,0,
4f6e0ecf,MP 0175,NA - repair of internal roads,Normal/Others,Gujarat,Gujarat Constituency 175,IDA 0352,,,,,2023-09-23,750972,Approved by IDA,Unsanctioned,Lok Sabha,0,
2f290c55,MP 0295,NA - repair and renovation of anganwadi center,Normal/Others,Kerala,Kerala Constituency 295,IDA 0173,,Ward 30,,,2023-12-09,261501,Action Pending,Sanctioned,Rajya Sabha,0,
20dc6688,MP 0058,NA - repair of drinking water supply pipeline,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 58,IDA 0112,,Ward 11,,Village 21,2024-01-31,573361,Approved by IDA,Sanctioned,Lok Sabha,0,
4ef6a249,MP 0078,NA - construction of cremation ground shed,Normal/Others,Kerala,Kerala Constituency 78,IDA 0313,,Ward 14,,,2023-06-30,590230,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
0bb228e7,MP 0299,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 299,IDA 0197,,,,,2023-12-27,151532,Action Pending,Unsanctioned,Rajya Sabha,1,duplicate
55c649d3,MP 0023,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0078,,,Block 4,,2023-12-23,730224,Action Pending,Sanctioned,Lok Sabha,0,
5978bb65,MP 0105,NA - renovation of government school building,Normal/Others,Jharkhand,Jharkhand Constituency 105,IDA 0254,,,,Village 56,2023-07-13,1123995,Approved by IDA,Unsanctioned,Lok Sabha,0,
973cf210,MP 0178,NA - development of public park,Normal/Others,Jharkhand,Jharkhand Constituency 178,IDA 0092,,,Block 4,,2023-11-04,696777,Action Pending,Unsanctioned,Lok Sabha,0,
45c0fd58,MP 0190,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 190,IDA 0004,,,,,2024-03-27,2114865,Approved by IDA,Unsanctioned,Rajya Sabha,0,
3edf1016,MP 0078,NA – development of public park (Phase 4),Normal/Others,Kerala,Kerala Constituency 78,IDA 0305,,Ward 18,,,2024-01-23,1406843,Action Pending,Sanctioned,Lok Sabha,1,duplicate
fed3d0c1,MP 0154,NA - repair and renovation of anganwadi center,Normal/Others,Uttarakhand,Uttarakhand Constituency 154,IDA 0002,,,Block 2,,2023-09-23,393993,Action Pending,Sanctioned,Lok Sabha,0,
bd549d62,MP 0163,NA - repair of internal roads,Normal/Others,Karnataka,Karnataka Constituency 163,IDA 0042,,,Block 13,,2024-01-21,2456530,Approved by IDA,Sanctioned,Rajya Sabha,0,
369c7e91,MP 0161,NA - repair and renovation of anganwadi center,Normal/Others,Karnataka,Karnataka Constituency 161,IDA 0046,,,,,2023-12-16,689177,Approved by IDA,Sanctioned,Lok Sabha,0,
677cc4ac,MP 0196,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 196,IDA 0325,,,,Village 75,2023-09-18,468389,Approved by IDA,Unsanctioned,Rajya Sabha,0,
d11751f0,MP 0051,NA - construction of cremation ground shed,Normal/Others,Uttarakhand,Uttarakhand Constituency 51,IDA 0019,,,Block 6,Village 96,2023-12-20,2901115,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
bbf6699b,MP 0163,NA - installation of street lights,Normal/Others,Karnataka,Karnataka Constituency 163,IDA 0209,,,,,2023-09-19,150701,Approved by IDA,Unsanctioned,Lok Sabha,0,
346d291b,MP 0124,NA - installation of RO water purification unit,Normal/Others,Assam,Assam Constituency 124,IDA 0000,,,,,2024-02-26,336461,Approved by IDA,Unsanctioned,Rajya Sabha,0,
8be73931,MP 0047,NA - construction of boundary wall for school,Normal/Others,Kerala,Kerala Constituency 47,IDA 0364,,,,,2023-07-06,508809,Action Pending,Completed,Rajya Sabha,0,
49936443,MP 0100,NA - repair and renovation of anganwadi center,Normal/Others,Karnataka,Karnataka Constituency 100,IDA 0033,,Ward 5,,,2023-06-28,408252,Approved by IDA,Ongoing,Lok Sabha,0,
fa18cbcf,MP 0008,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 8,IDA 0210,,,Block 7,,2023-10-25,10533274,Action Pending,Unsanctioned,Rajya Sabha,1,overpricing
c6ef241b,MP 0270,NA - installation of solar street lights,Normal/Others,Punjab,Punjab Constituency 270,IDA 0163,,,Block 2,,2023-07-12,189933,Action Pending,Unsanctioned,Lok Sabha,0,
2fe63465,MP 0174,NA - installation of street lights,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 174,IDA 0148,,,Block 15,Village 98,2023-09-29,201049,Action Pending,Sanctioned,Lok Sabha,0,
69f2be83,MP 0104,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 104,IDA 0137,,,Block 4,Village 82,2023-11-27,1470688,Action Pending,Sanctioned,Lok Sabha,0,
2ad6e84c,MP 0023,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0307,,,Block 2,Village 39,2024-01-25,485487,Rejected by IDA,Unsanctioned,Lok Sabha,1,structuring
d6151f12,MP 0031,NA - construction of community hall,Normal/Others,Gujarat,Gujarat Constituency 31,IDA 0111,,,,Village 19,2024-03-04,3991592,Approved by IDA,Ongoing,Lok Sabha,0,
367a9f47,MP 0116,NA - construction of boundary wall for school,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0114,,,Block 9,Village 86,2024-02-09,827873,Action Pending,Completed,Lok Sabha,1,duplicate
a5c7aae9,MP 0165,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 165,IDA 0152,,Ward 11,Block 10,,2023-12-07,582773,Approved by IDA,Unsanctioned,Lok Sabha,0,
2d9eb1cd,MP 0135,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 135,IDA 0224,,,Block 1,,2023-12-26,215969,Approved by IDA,Completed,Lok Sabha,0,
eaa36a95,MP 0097,NA - construction of public toilet complex,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 97,IDA 0310,,,Block 11,Village 14,2023-05-05,577573,Action Pending,Sanctioned,Rajya Sabha,0,
4bc9055f,MP 0262,NA - renovation of government school building,Normal/Others,Kerala,Kerala Constituency 262,IDA 0325,,,Block 3,,2023-11-16,484378,Action Pending,Unsanctioned,Lok Sabha,1,structuring
ace99e1e,MP 0132,NA - renovation of government school building,Normal/Others,Odisha,Odisha Constituency 132,IDA 0007,,,Block 5,,2023-08-11,934889,Rejected by IDA,Ongoing,Lok Sabha,0,
a77a55cf,MP 0159,NA - installation of hand pumps and borewells,Normal/Others,Telangana,Telangana Constituency 159,IDA 0299,,,Block 5,,2023-11-17,119327,Rejected by IDA,Sanctioned,Rajya Sabha,0,
bb741ee4,MP 0258,NA - installation of hand pumps and borewells,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0129,,,,,2023-11-04,131035,Approved by IDA,Unsanctioned,Rajya Sabha,0,
e8ec2e7e,MP 0111,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0241,,,Block 8,Village 10,2023-08-17,161576,Action Pending,Unsanctioned,Lok Sabha,0,
